trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,Fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
49,0,49,0,10,197.38740189999953,197.38740189999953,0.04418180000357097,[-0.1814814814814815],[0.18518518518518517],[1],[0],[0],[1.303984500002116],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
50,0,50,0,5,198.72169820000272,198.72169820000272,0.029361400003836025,[0.001851851851851852],[0.3537037037037037],[1],[0],[0],[1.2638528999959817],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
51,0,51,0,5,200.035572700006,200.035572700006,0.04042409999965457,[-0.42962962962962964],[0.040740740740740744],[1],[0],[0],[2.016032499996072],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
52,0,52,0,5,202.0746508000011,202.0746508000011,0.0220779000010225,[-0.44722222222222224],[-0.024074074074074074],[1],[0],[0],[1.0574926000044798],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
53,0,53,0,5,203.16255130000354,203.16255130000354,0.02429429999756394,[0.05555555555555555],[-0.06018518518518518],[1],[0],[0],[1.7194194000039715],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
54,0,54,0,5,204.914772300006,204.914772300006,0.02658789999986766,[0.03425925925925926],[-0.03518518518518519],[1],[0],[0],[0.6521561999979895],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
55,0,55,0,10,205.63047950000328,205.63047950000328,0.04905430000508204,[0.4287037037037037],[0.1259259259259259],[1],[0],[0],[1.6950578000032692],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
56,0,56,0,10,207.37723489999917,207.37723489999917,0.04454209999676095,[0.2111111111111111],[0.29444444444444445],[1],[0],[0],[1.3665345999979763],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
57,0,57,0,5,208.76603360000445,208.76603360000445,0.02767679999669781,[0.4388888888888889],[-0.35],[1],[0],[0],[0.9170568000045023],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
58,0,58,0,5,209.71065590000217,209.71065590000217,0.022980699999607168,[-0.07037037037037037],[0.075],[1],[0],[0],[1.288497000001371],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
59,0,59,0,10,211.06433649999963,211.06433649999963,0.05154949999996461,[0.1685185185185185],[-0.075],[1],[0],[0],[1.5397522999992361],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
60,0,60,0,5,212.62486570000328,212.62486570000328,0.021852199999557342,[-0.275],[0.062037037037037036],[1],[0],[0],[1.6111833000031766],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
61,0,61,0,5,214.2904742000028,214.2904742000028,0.036908100002619904,[0.4527777777777778],[-0.05],[1],[0],[0],[1.114273699997284],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
62,0,62,0,5,215.42480150000483,215.42480150000483,0.021916199999395758,[0.21574074074074073],[0.4675925925925926],[1],[0],[0],[1.2403407000019797],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
63,0,63,0,10,216.72527460000128,216.72527460000128,0.0468920999992406,[0.22685185185185186],[0.15185185185185185],[1],[0],[0],[0.9826573000027565],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
64,0,64,0,10,217.76504690000002,217.76504690000002,0.05003749999741558,[-0.1685185185185185],[-0.387037037037037],[1],[0],[0],[1.3081470999968587],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
65,0,65,0,5,219.0920341000019,219.0920341000019,0.022163000001455657,[-0.27685185185185185],[-0.4388888888888889],[1],[0],[0],[1.8897610000058194],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
66,0,66,0,5,221.01052480000362,221.01052480000362,0.023903499997686595,[-0.25462962962962965],[-0.2759259259259259],[1],[0],[0],[1.405040999998164],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
67,0,67,0,10,222.4708759999994,222.4708759999994,0.04308630000014091,[-0.2490740740740741],[-0.09444444444444444],[1],[0],[0],[0.9749248000007356],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
68,0,68,0,10,223.49420230000396,223.49420230000396,0.0452581999998074,[-0.010185185185185186],[0.19537037037037036],[1],[0],[0],[1.0611725999988266],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
69,0,69,0,5,224.57578840000497,224.57578840000497,0.023501499999838416,[-0.14537037037037037],[0.32592592592592595],[1],[0],[0],[3.5388458000015817],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
70,0,70,0,5,228.14104970000335,228.14104970000335,0.022113099999842234,[0.44074074074074077],[0.262037037037037],[1],[0],[0],[0.9742377000002307],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
71,0,71,0,10,229.1706742000024,229.1706742000024,0.04374449999886565,[-0.26944444444444443],[0.3194444444444444],[1],[0],[0],[1.1019830000004731],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
72,0,72,0,10,230.3212366000007,230.3212366000007,0.04476480000448646,[0.4703703703703704],[0.25555555555555554],[1],[0],[0],[1.197283300003619],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
73,0,73,0,10,231.57255609999993,231.57255609999993,0.049866900000779424,[0.19814814814814816],[0.15555555555555556],[1],[0],[0],[0.938858599998639],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
74,0,74,0,10,232.5580392000047,232.5580392000047,0.042637799997464754,[0.06944444444444445],[0.4888888888888889],[1],[0],[0],[1.4986797999954433],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
75,0,75,0,10,234.10507650000363,234.10507650000363,0.04447499999514548,[0.11388888888888889],[0.2037037037037037],[1],[0],[0],[0.9510972999996739],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
76,0,76,0,10,235.14474760000303,235.14474760000303,0.07818470000347588,[0.2490740740740741],[0.42407407407407405],[1],[0],[0],[0.9618066999973962],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
77,0,77,0,10,236.1539888000043,236.1539888000043,0.04480150000017602,[0.29814814814814816],[-0.05],[1],[0],[0],[0.9207628000003751],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
78,0,78,0,10,237.1220098000049,237.1220098000049,0.043259699996269774,[0.20092592592592592],[-0.1],[1],[0],[0],[1.0263262000007671],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
79,0,79,0,10,238.19698050000443,238.19698050000443,0.04308689999743365,[0.2101851851851852],[-0.05555555555555555],[1],[0],[0],[0.7757070000006934],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
80,0,80,0,5,238.99104640000587,238.99104640000587,0.022171500000695232,[-0.22777777777777777],[0.2740740740740741],[1],[0],[0],[1.6579437000036705],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
81,0,81,0,10,240.7076503000062,240.7076503000062,0.046496399998432025,[0.044444444444444446],[-0.11018518518518519],[1],[0],[0],[1.2805423999961931],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
82,0,82,0,10,242.03751159999956,242.03751159999956,0.04409220000525238,[-0.14907407407407408],[0.4166666666666667],[1],[0],[0],[1.4563419999976759],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
83,0,83,0,5,243.51331200000277,243.51331200000277,0.023045099995215423,[-0.4601851851851852],[-0.12037037037037036],[1],[0],[0],[2.285344299998542],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
84,0,84,0,10,245.85597310000594,245.85597310000594,0.045840799997677095,[-0.3416666666666667],[-0.38425925925925924],[1],[0],[0],[1.3147744000016246],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
85,0,85,0,10,247.22731740000017,247.22731740000017,0.04678039999998873,[0.4759259259259259],[-0.11296296296296296],[1],[0],[0],[1.2948207000008551],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
86,0,86,0,5,248.5457521000062,248.5457521000062,0.022785500004829373,[0.12777777777777777],[-0.08148148148148149],[1],[0],[0],[1.0042945000022883],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
87,0,87,0,5,249.58330240000214,249.58330240000214,0.0282087000014144,[0.2611111111111111],[-0.21203703703703702],[1],[0],[0],[1.0485981999954674],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
88,0,88,0,5,250.65839660000347,250.65839660000347,0.022945700002310332,[-0.24351851851851852],[-0.17222222222222222],[1],[0],[0],[0.9585353000002215],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
89,0,89,0,5,251.66653660000156,251.66653660000156,0.03756260000227485,[-0.49166666666666664],[0.2037037037037037],[1],[0],[0],[1.9681160999971326],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
90,0,90,0,10,253.69245790000423,253.69245790000423,0.047456400003284216,[-0.16111111111111112],[-0.29814814814814816],[1],[0],[0],[1.055916099998285],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
91,0,91,0,10,254.79704290000518,254.79704290000518,0.0439944999961881,[-0.175],[-0.3990740740740741],[1],[0],[0],[0.8578491000007489],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
92,0,92,0,5,255.67476510000415,255.67476510000415,0.02282260000356473,[0.35833333333333334],[0.41759259259259257],[1],[0],[0],[1.2239511000007042],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
93,0,93,0,5,256.93127630000527,256.93127630000527,0.026995199994416907,[-0.21944444444444444],[0.019444444444444445],[1],[0],[0],[0.9498177999994368],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
94,0,94,0,10,257.9460184000054,257.9460184000054,0.050940900000568945,[0.44351851851851853],[-0.03333333333333333],[1],[0],[0],[1.4259194000042044],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
95,0,95,0,10,259.4187918000025,259.4187918000025,0.04302950000419514,[-0.024074074074074074],[0.3925925925925926],[1],[0],[0],[1.0197683000005782],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
96,0,96,0,5,260.46007230000396,260.46007230000396,0.023336300000664778,[0.33425925925925926],[-0.35185185185185186],[1],[0],[0],[1.1053576999984216],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
97,0,97,0,10,261.6350343000013,261.6350343000013,0.05742820000159554,[-0.30185185185185187],[-0.12685185185185185],[1],[0],[0],[2.2705122999977903],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
98,0,98,0,10,263.953986600005,263.953986600005,0.04382729999633739,[0.05740740740740741],[0.09074074074074075],[1],[0],[0],[1.0004906000031042],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
99,0,99,0,5,264.9739963000029,264.9739963000029,0.02212380000128178,[0.25092592592592594],[-0.43796296296296294],[1],[0],[0],[1.8738729000033345],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
100,0,100,0,10,266.90620990000025,266.90620990000025,0.046409199996560346,[0.46574074074074073],[-0.2851851851851852],[1],[0],[0],[1.2155398999966565],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
101,0,101,0,5,268.1427952000013,268.1427952000013,0.022813800002040807,[-0.1814814814814815],[-0.26851851851851855],[1],[0],[0],[1.056147699993744],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
102,0,102,0,10,269.2616835000008,269.2616835000008,0.051100700002280064,[0.35185185185185186],[0.4981481481481482],[1],[0],[0],[1.1095983999985037],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
103,0,103,0,10,270.4182359000042,270.4182359000042,0.0426138999973773,[-0.3712962962962963],[-0.08425925925925926],[1],[0],[0],[1.3242102999938652],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
104,0,104,0,5,271.7649936000016,271.7649936000016,0.02475830000184942,[-0.1712962962962963],[0.46944444444444444],[1],[0],[0],[1.3831108000013046],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
105,0,105,0,10,273.21789320000244,273.21789320000244,0.05568059999495745,[0.04259259259259259],[-0.387037037037037],[1],[0],[0],[1.5907294999997248],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
106,0,106,0,10,274.8610281000001,274.8610281000001,0.04649200000130804,[0.4787037037037037],[-0.38055555555555554],[1],[0],[0],[1.4991012000027695],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
107,0,107,0,10,276.4129912999997,276.4129912999997,0.04905880000296747,[-0.05277777777777778],[-0.30648148148148147],[1],[0],[0],[1.3754740000003949],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
108,0,108,0,10,277.83780470000056,277.83780470000056,0.045142099996155594,[-0.36018518518518516],[-0.42777777777777776],[1],[0],[0],[2.056783899999573],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
109,0,109,0,10,279.94389680000313,279.94389680000313,0.04432470000028843,[0.29814814814814816],[-0.1425925925925926],[1],[0],[0],[1.0772764000066672],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
110,0,110,0,10,281.06851880000613,281.06851880000613,0.042845199997827876,[-0.39814814814814814],[-0.21944444444444444],[1],[0],[0],[1.3031520000004093],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
111,0,111,0,5,282.3908950000041,282.3908950000041,0.02209710000170162,[0.47962962962962963],[-0.12685185185185185],[1],[0],[0],[1.1739114000010886],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
112,0,112,0,10,283.6239482000019,283.6239482000019,0.04592350000166334,[-0.44166666666666665],[-0.3925925925925926],[1],[0],[0],[2.215191999996023],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
113,0,113,0,10,285.88507980000577,285.88507980000577,0.042281800000637304,[0.47962962962962963],[-0.30277777777777776],[1],[0],[0],[1.386619900004007],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
114,0,114,0,5,287.29286310000316,287.29286310000316,0.023414499999489635,[0.4305555555555556],[-0.1814814814814815],[1],[0],[0],[1.6719946000011987],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
115,0,115,0,5,288.991694700002,288.991694700002,0.02270709999720566,[0.30185185185185187],[0.45740740740740743],[1],[0],[0],[1.5899333000052138],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
116,0,116,0,5,290.6205675000019,290.6205675000019,0.03274479999527102,[-0.29907407407407405],[0.08888888888888889],[1],[0],[0],[2.1939131999970414],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
117,0,117,0,5,292.847669200004,292.847669200004,0.028952299995580688,[-0.08888888888888889],[-0.08333333333333333],[1],[0],[0],[1.0497869000028004],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
118,0,118,0,5,293.9340149000054,293.9340149000054,0.02868020000460092,[-0.22685185185185186],[-0.325],[1],[0],[0],[1.081099200004246],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
119,0,119,0,10,295.10014010000305,295.10014010000305,0.06458819999534171,[0.42314814814814816],[-0.30925925925925923],[1],[0],[0],[1.3823668000040925],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
120,0,120,0,10,296.5479980000018,296.5479980000018,0.06004400000529131,[-0.462037037037037],[-0.10555555555555556],[1],[0],[0],[1.9484116000021459],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
121,0,121,0,5,298.50813700000435,298.50813700000435,0.021984999999403954,[-0.16203703703703703],[0.4638888888888889],[1],[0],[0],[1.9730959000007715],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
122,0,122,0,10,300.54204559999926,300.54204559999926,0.0476254000022891,[0.21481481481481482],[0.16018518518518518],[1],[0],[0],[0.8628479999970295],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
123,0,123,0,5,301.42529490000015,301.42529490000015,0.02270670000143582,[0.125],[-0.08888888888888889],[1],[0],[0],[1.306709200005571],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
124,0,124,0,10,302.7940510000044,302.7940510000044,0.04978230000415351,[0.06944444444444445],[0.07592592592592592],[1],[0],[0],[0.926721700001508],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
125,0,125,0,10,303.7889047999997,303.7889047999997,0.06346090000442928,[-0.022222222222222223],[-0.1935185185185185],[1],[0],[0],[0.9494294999967678],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
126,0,126,0,10,304.7875877000042,304.7875877000042,0.0443922000049497,[0.19722222222222222],[0.1388888888888889],[1],[0],[0],[0.8341455999980099],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
127,0,127,0,10,305.6676307000016,305.6676307000016,0.04253949999838369,[0.025],[0.06666666666666667],[1],[0],[0],[1.5203238000030979],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
128,0,128,0,5,307.20985920000385,307.20985920000385,0.0219957000008435,[-0.09259259259259259],[-0.06759259259259259],[1],[0],[0],[1.0897941000002902],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
129,0,129,0,5,308.3297270000039,308.3297270000039,0.02393589999701362,[-0.13518518518518519],[-0.18611111111111112],[1],[0],[0],[1.0034608999994816],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
130,0,130,0,10,309.3929377000022,309.3929377000022,0.04868430000351509,[0.17407407407407408],[0.2462962962962963],[1],[0],[0],[1.1448563000012655],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
131,0,131,0,5,310.56692950000433,310.56692950000433,0.022318500006804243,[0.2861111111111111],[0.4842592592592593],[1],[0],[0],[1.1261417999994592],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
132,0,132,0,5,311.7113249000031,311.7113249000031,0.02238019999640528,[0.41388888888888886],[0.030555555555555555],[1],[0],[0],[1.3033357000022079],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
133,0,133,0,10,313.100342800004,313.100342800004,0.045767800002067816,[-0.44166666666666665],[-0.33055555555555555],[1],[0],[0],[1.4815293999999994],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
134,0,134,0,5,314.57639420000487,314.57639420000487,0.02292469999520108,[-0.33240740740740743],[0.28703703703703703],[1],[0],[0],[0.8220934999990277],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
135,0,135,0,10,315.45523310000135,315.45523310000135,0.0467484000037075,[0.44074074074074077],[-0.058333333333333334],[1],[0],[0],[1.3821393999969587],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
136,0,136,0,5,316.8579516000027,316.8579516000027,0.022485800000140443,[0.2564814814814815],[0.22777777777777777],[1],[0],[0],[1.1899322000026586],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
137,0,137,0,5,318.07490240000334,318.07490240000334,0.02241620000131661,[-0.33611111111111114],[-0.06481481481481481],[1],[0],[0],[0.9734458000020823],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
138,0,138,0,10,319.1066888999994,319.1066888999994,0.04659160000301199,[0.06666666666666667],[0.08148148148148149],[1],[0],[0],[1.0151775000049383],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
139,0,139,0,5,320.1437783000001,320.1437783000001,0.024411300000792835,[-0.2824074074074074],[0.35648148148148145],[1],[0],[0],[1.3560409999990952],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
140,0,140,0,10,321.5540242000061,321.5540242000061,0.04367710000224179,[-0.35462962962962963],[-0.041666666666666664],[1],[0],[0],[1.054288200000883],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
141,0,141,0,10,322.6764567000064,322.6764567000064,0.0612803999974858,[0.31574074074074077],[-0.24444444444444444],[1],[0],[0],[1.2514842000018689],[],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
142,0,142,0,5,323.9453386000023,323.9453386000023,0.022938399997656234,[-0.38796296296296295],[0.5],[1],[0],[0],[1.3853132000003825],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
143,0,143,0,5,325.37032739999995,325.37032739999995,0.026040299999294803,[0.08981481481481482],[0.25833333333333336],[1],[0],[0],[1.4338991999975406],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
144,0,144,0,5,326.82390300000407,326.82390300000407,0.02196399999957066,[-0.1962962962962963],[0.35833333333333334],[1],[0],[0],[1.3740048999970895],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
145,0,145,0,10,328.25802960000146,328.25802960000146,0.0446931999977096,[-0.1824074074074074],[-0.462037037037037],[1],[0],[0],[1.7832219999982044],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
146,0,146,0,10,330.0868572000036,330.0868572000036,0.04379770000377903,[0.4564814814814815],[-0.03333333333333333],[1],[0],[0],[1.1871882999985246],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
147,0,147,0,5,331.30396699999983,331.30396699999983,0.02834920000168495,[-0.38981481481481484],[0.3111111111111111],[1],[0],[0],[1.4142894000033266],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
148,0,148,0,5,332.7425801000063,332.7425801000063,0.02312789999996312,[0.044444444444444446],[-0.3074074074074074],[1],[0],[0],[1.3717002000048524],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
149,0,149,0,10,334.20320890000585,334.20320890000585,0.07672520000051009,[-0.48518518518518516],[0.002777777777777778],[1],[0],[0],[1.6686928999988595],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
150,0,150,0,5,335.8910792000024,335.8910792000024,0.022857999996631406,[-0.30185185185185187],[0.021296296296296296],[1],[0],[0],[1.1566380999938701],['target'],704535,001,2023-09-15_11h55.06.384,VISUAL SEARCH ,2023.1.3,60.38931785202459,
